Observacion ; prestacion ; encontro ; total ; % score
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;Mayor iluminación calle plaza;1;4;25
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;árbol enfermedad;1;2;50
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación bache calle;1;3;33
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;repintado reparación marca vial calle cordón;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación veredo raíz árbol producir rotura;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;asfaltado calle adoquin;1;3;33
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;faltar u obstrucción salida emergencia;1;5;20
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;Intervención calle anegada/inundado;1;3;33
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;instalación Reparación cartel indicador nombre calle;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;obstrucción calle vereda elemento fijo móvil;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;ajuste chapa metálico ruido molesto calle;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;repavimentación calle;1;2;50
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;faltar señalización salida emergencia;1;4;25
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación/nivelación tapa empresa servicio público calle;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación calle adoquin granito;1;4;25
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación/reposición tapa empresa servicio público calle;1;6;17
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;reparación calle roto empresa servicio;1;5;20
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;uso aparato poder contener PCB;1;5;20
hacer 10 año poder árbol Pasaje Enrique Santos Discépolo ... dar edificio 1862 escuela Normal 9 ... cita lado edificio ... salida trasero . .. ir vicio rama fino cada tormenta fuerte ... caer calle .. incluso salir niño escuela . ... reclamado hecho caso omiso .. quebrar fácilmente fino .. pasaje angosto ir edificio edificio enfrente . . vinir grúa hacer varios mes Edesur tapar calle arreglo venir nunca ir tener hacer responsable si lastimar alguien niño escuela Av.Callao 450 puerta principal salir primario salida lateral pasaje favor hacer él cargo ... llevar año quejar yo mismo llamar noticiero venir esperar niño accidentado Gracias;instalación elemento vial calle;1;4;25
vecina solicitar retiro 15 bolsa escombro;retiro resto jardinería domiciliario;1;4;25
vecina solicitar retiro 15 bolsa escombro;retiro residuo voluminoso mueble electrodoméstico;1;5;20
vecina solicitar retiro 15 bolsa escombro;retiro escombro resto obra;2;4;50
vecina solicitar retiro 15 bolsa escombro;retiro objeto desuso;1;3;33
vecina solicitar retiro 15 bolsa escombro;retiro animal muerto vía público;1;5;20
vecina solicitar retiro 15 bolsa escombro;retiro Afiches y/o pasacalles;1;4;25
vecina solicitar retiro 15 bolsa escombro;uso indebido plástico bolsa reutilizable sorbete;1;6;17
estimado vecina solicitar alumbrado cuadra comentar LUZ JUNTA jovenes fumar oscuridad;Limpieza artefacto alumbrado;1;3;33
estimado vecina solicitar alumbrado cuadra comentar LUZ JUNTA jovenes fumar oscuridad;reparación tomar energía alumbrado público;1;5;20
estimado vecina solicitar alumbrado cuadra comentar LUZ JUNTA jovenes fumar oscuridad;reparación tapa faltante deteriorado columna alumbrado;1;6;17
estimado vecina solicitar alumbrado cuadra comentar LUZ JUNTA jovenes fumar oscuridad;vereda roto alumbrado público;1;4;25
estimado vecina solicitar alumbrado cuadra comentar LUZ JUNTA jovenes fumar oscuridad;reparación cable alumbrado cortado caído;1;5;20
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;recolección residuo contenedor;1;3;33
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;vaciado contenedor;1;2;50
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reubicación contenedor;1;2;50
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación contenedor;1;2;50
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;establecimiento autorización funcionar venta elaboración alimento;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación/nivelación tapa empresa servicio público vereda;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;instalación contenedor;1;2;50
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;establecimiento autorización funcionar vender elaborar alimento;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;Lavado contenedor;1;2;50
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación tapa faltante deteriorado columna alumbrado;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;donación bien hogar desuso;1;4;25
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación/reposición tapa empresa servicio público vereda;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación/nivelación tapa empresa servicio público calle;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;reparación/reposición tapa empresa servicio público calle;1;6;17
salir tapa contenedor suelo pedal tampoco funcionar bien haber abrir tapa mano;Nivelación tapa empresa servicio público vereda;1;6;17
vecino dejar residuo poder esquina calle;cruce peligroso calle inconveniente vial;1;5;20
vecino dejar residuo poder esquina calle;retiro residuo voluminoso mueble electrodoméstico;1;5;20
vecino dejar residuo poder esquina calle;recolección residuo contenedor;1;3;33
vecino dejar residuo poder esquina calle;faltar recolección resto poder arbolado público;1;6;17
vecino dejar residuo poder esquina calle;Mayor iluminación calle plaza;1;4;25
vecino dejar residuo poder esquina calle;reparación bache calle;1;3;33
vecino dejar residuo poder esquina calle;repintado reparación marca vial calle cordón;1;6;17
vecino dejar residuo poder esquina calle;reparación reja esquina;1;3;33
vecino dejar residuo poder esquina calle;asfaltado calle adoquin;1;3;33
vecino dejar residuo poder esquina calle;irregularidad manipulación residuo peligroso;1;4;25
vecino dejar residuo poder esquina calle;irregularidad disposición residuo establecimiento;1;4;25
vecino dejar residuo poder esquina calle;Limpieza Campana y/o residuo diseminado alrededor;1;6;17
vecino dejar residuo poder esquina calle;faltar recolección residuo seco generador especial;1;6;17
vecino dejar residuo poder esquina calle;Intervención calle anegada/inundado;1;3;33
vecino dejar residuo poder esquina calle;instalación Reparación cartel indicador nombre calle;1;6;17
vecino dejar residuo poder esquina calle;obstrucción calle vereda elemento fijo móvil;1;6;17
vecino dejar residuo poder esquina calle;irregularidad separación residuo origen;1;4;25
vecino dejar residuo poder esquina calle;ajuste chapa metálico ruido molesto calle;1;6;17
vecino dejar residuo poder esquina calle;repavimentación calle;1;2;50
vecino dejar residuo poder esquina calle;recuperador urbano acopiar residuo zona previsto;1;6;17
vecino dejar residuo poder esquina calle;reparación/nivelación tapa empresa servicio público calle;1;6;17
vecino dejar residuo poder esquina calle;reparación calle adoquin granito;1;4;25
vecino dejar residuo poder esquina calle;reparación/reposición tapa empresa servicio público calle;1;6;17
vecino dejar residuo poder esquina calle;reparación calle roto empresa servicio;1;5;20
vecino dejar residuo poder esquina calle;residuo acumulado diseminado Punto Verde;1;5;20
vecino dejar residuo poder esquina calle;uso aparato poder contener PCB;1;5;20
vecino dejar residuo poder esquina calle;instalación elemento vial calle;1;4;25
negar recibir bicicleta;inconveniente estacionamiento bicicleta garaje;1;4;25
negar recibir bicicleta;inconveniente retiro/devolución bicicleta BA Ecobici Tembici;1;6;17
negar recibir bicicleta;reparación bicicleta BA Ecobici Tembici;1;5;20
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;Construcción permiso cartel reglamentario código QR;1;6;17
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;inconveniente estacionamiento bicicleta garaje;1;4;25
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;establecimiento exceder capacidad permitido;1;4;25
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;reparación luminario encendido día;1;4;25
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;instalación Reparación cartel indicador nombre calle;1;6;17
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;irregularidad uso certificado discapacidad estacionamiento;1;5;20
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;Venta exhibición permitido bebida alcohólico;1;5;20
vecina indicar hacer día cuadra poner cartel prohibido estacionar Comenta hacer 20 año residir lugar nunca además cuadra anterior posterior domicilio cartel sino contrario cartel permitido estacionamiento favor solicitar verificar quitar considerar corresponder Gracias;mapa cartel orientación estación y/o acceso SUBTE;1;7;14
helaera funcionar;establecimiento autorización funcionar venta elaboración alimento;1;6;17
helaera funcionar;establecimiento autorización funcionar vender elaborar alimento;1;6;17
auto estacionado garage depósito imposibilitar movimiento mercadería;vehículo mal estacionado;1;3;33
rama poder vereda;faltar recolección resto poder arbolado público;1;6;17
rama poder vereda;reparación/nivelación tapa empresa servicio público vereda;1;6;17
rama poder vereda;resto obra vereda impedir paso;1;5;20
rama poder vereda;vereda sucio mascota;1;3;33
rama poder vereda;uso indebido agua limpiar vereda;1;5;20
rama poder vereda;garita seguridad abandonado u obstruir vereda;1;6;17
rama poder vereda;obstrucción calle vereda elemento fijo móvil;1;6;17
rama poder vereda;reparación/reposición tapa empresa servicio público vereda;1;6;17
rama poder vereda;vereda roto alumbrado público;1;4;25
rama poder vereda;Nivelación tapa empresa servicio público vereda;1;6;17
rama poder vereda;uso aparato poder contener PCB;1;5;20
retiro poda;poda árbol/despeje luminario semáforo;1;4;25
retiro poda;retiro resto jardinería domiciliario;1;4;25
retiro poda;retiro residuo voluminoso mueble electrodoméstico;1;5;20
retiro poda;retiro escombro resto obra;1;4;25
retiro poda;retiro objeto desuso;1;3;33
retiro poda;retiro animal muerto vía público;1;5;20
retiro poda;retiro Afiches y/o pasacalles;1;4;25
pisar pedal abrir bien tapa;reparación/nivelación tapa empresa servicio público vereda;1;6;17
pisar pedal abrir bien tapa;reparación tapa faltante deteriorado columna alumbrado;1;6;17
pisar pedal abrir bien tapa;donación bien hogar desuso;1;4;25
pisar pedal abrir bien tapa;reparación/reposición tapa empresa servicio público vereda;1;6;17
pisar pedal abrir bien tapa;reparación/nivelación tapa empresa servicio público calle;1;6;17
pisar pedal abrir bien tapa;reparación/reposición tapa empresa servicio público calle;1;6;17
pisar pedal abrir bien tapa;Nivelación tapa empresa servicio público vereda;1;6;17
parada colectivo;instalación parada colectivo;2;3;67
parada colectivo;emanación humo negro producido colectivo;1;5;20
parada colectivo;Construcción Reparación dársena ascenso/descenso colectivo;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro resto jardinería domiciliario;1;4;25
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro residuo voluminoso mueble electrodoméstico;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro escombro resto obra;2;4;50
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación/nivelación tapa empresa servicio público vereda;1;6;17
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro objeto desuso;1;3;33
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;faltar u obstrucción salida emergencia;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro animal muerto vía público;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación veredo roto empresa servicio;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;retiro Afiches y/o pasacalles;1;4;25
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación/reposición tapa empresa servicio público vereda;1;6;17
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;problema servicio BA WIFI;1;4;25
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;faltar señalización salida emergencia;1;4;25
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación/nivelación tapa empresa servicio público calle;1;6;17
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación/reposición tapa empresa servicio público calle;1;6;17
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;inconveniente servicio centro atención pasajero centro subtepo SUBTE;1;8;12
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;reparación calle roto empresa servicio;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;felicitación instalación servicio personal SUBTE;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;elemento urgencia y/o emergencia SUBTE;1;5;20
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;Nivelación tapa empresa servicio público vereda;1;6;17
solicitar retiro escombro demolición mampostería próximo caer él servicio emergencia 103;faltar servicio asistencia médico servicio bombero local bailable evento masivo;2;10;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación/nivelación tapa empresa servicio público vereda;2;6;33
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación veredo raíz árbol producir rotura;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;resto obra vereda impedir paso;1;5;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;vereda sucio mascota;1;3;33
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;uso indebido agua limpiar vereda;2;5;40
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;garita seguridad abandonado u obstruir vereda;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;obstrucción calle vereda elemento fijo móvil;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación veredo roto empresa servicio;1;5;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación/reposición tapa empresa servicio público vereda;2;6;33
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;vereda roto alumbrado público;1;4;25
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;personal empresa recolección realizar pedido dádiva;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación/nivelación tapa empresa servicio público calle;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;personal empresa recolección conducta indebido;1;5;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;irregularidad calidad agua natatorio;1;4;25
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;desagote pozo ciego atmosférico;1;4;25
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;irregularidad mantenimiento tanque agua;1;4;25
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación/reposición tapa empresa servicio público calle;1;6;17
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;reparación calle roto empresa servicio;1;5;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;inconveniente suministro agua;1;3;33
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;elemento urgencia y/o emergencia SUBTE;1;5;20
solicitar urgencia arreglo vereda pozo producir empresa agua noticia hacer tiempo;Nivelación tapa empresa servicio público vereda;2;6;33
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;vehículo mal estacionado;3;3;100
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;remoción vehículo abandonado;1;3;33
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;obra construcción protección falta seguridad edificio lindero y/o vía público;1;10;10
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;reparación veredo obra mal terminado;1;5;20
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;remoción volquete abandonado mal dispuesto;1;5;20
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;irregularidad reserva espacio estacionamiento vehículo persona discapacidad;1;7;14
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;columna/poste/cable mal abandonado cortado;1;4;25
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;refugio transporte mal abandonado;1;4;25
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;taxi tarifa mal cobrado;1;4;25
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;faltar rampa acceso persona discapacidad motriz establecimiento comercial;1;8;12
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;intoxicaciónfermedad alimento bebida mal;1;4;25
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;faltar rampa acceso persona discapacidad motriz local comercial;1;8;12
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;buzón eléctrico mal abandonado;1;4;25
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;vehículo obstruir garaje;1;3;33
vehículo mal estacionado interrumpir parcialmente acceso garage edificio;mapa cartel orientación estación y/o acceso SUBTE;1;7;14
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;vehículo mal estacionado;3;3;100
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;remoción vehículo abandonado;1;3;33
vehículo mal estacionado hacer 10 día obstruir ingreso garage edificio aparente abandono;obra construcción protección falta seguridad edificio lindero y/o vía público;1;10;10
